Sr.no.,SAMPLE_ID,Reserve,TYPED,ALL_SNPs,SNP.Typed,Individual.Identified,Kill.ID,Season,Kill.Days,Age,Smell,Maggots,Flies,Rain,Consumption,Decomposition,Canopy,Sample.Type,Sample.Category,COLLECTOR
545,C04-BTR22-139-SL01,Bandhavgarh,91,95,85,1,C04-BTR22-139,Winter,0,3,Low,None,Low,No,65,Fresh,35,SALIVA,Predation,ROUNAK
546,C04-BTR22-139-SL02,Bandhavgarh,94,95,88,1,C04-BTR22-139,Winter,0,3,Low,None,Low,No,65,Fresh,35,SALIVA,Post predation,ROUNAK
547,C04-BTR22-139-SL02,Bandhavgarh,94,95,88,1,C04-BTR22-139,Winter,0,3,Low,None,Low,No,65,Fresh,35,SALIVA,Post predation,ROUNAK
551,C04-BTR22-144-SL01,Bandhavgarh,95,95,89,1,C04-BTR22-144,Winter,1,7.5,Low,None,Low,No,5,Fresh,75,SALIVA,Predation,ROUNAK
552,C04-BTR22-144-SL02,Bandhavgarh,102,95,92,1,C04-BTR22-144,Winter,1,7.5,Low,None,Low,No,5,Fresh,75,SALIVA,Post predation,ROUNAK
557,C04-BTR22-145-SL01,Bandhavgarh,47,95,46,1,C04-BTR22-145,Winter,2,3.5,Low,None,Low,No,85,Fresh,65,SALIVA,Predation,ROUNAK
558,C04-BTR22-145-SL02,Bandhavgarh,6,95,6,0,C04-BTR22-145,Winter,2,3.5,Low,None,Low,No,85,Fresh,65,SALIVA,Post predation,ROUNAK
563,C04-BTR22-147-SL01,Bandhavgarh,87,95,83,1,C04-BTR22-147,Winter,0,4.5,Low,None,None,No,5,Bloated,95,SALIVA,Predation,ROUNAK
564,C04-BTR22-147-SL02,Bandhavgarh,51,95,48,1,C04-BTR22-147,Winter,0,4.5,Low,None,None,No,5,Bloated,95,SALIVA,Post predation,ROUNAK
567,C04-BTR22-148-SL01,Bandhavgarh,4,95,4,0,C04-BTR22-148,Winter,2,7.5,Low,None,Low,No,85,Eaten,25,SALIVA,Predation,ROUNAK
570,C04-BTR22-149-SL01,Bandhavgarh,4,95,4,0,C04-BTR22-149,Winter,1,9.5,Medium,None,Medium,No,5,Bloated,0,SALIVA,Predation,ROUNAK
571,C04-BTR22-149-SL02,Bandhavgarh,100,95,92,1,C04-BTR22-149,Winter,1,9.5,Medium,None,Medium,No,5,Bloated,0,SALIVA,Post predation,ROUNAK
574,C04-BTR22-151-SL01,Bandhavgarh,60,95,58,1,C04-BTR22-151,Winter,2,5.5,Low,None,Low,No,75,Bloated,95,SALIVA,Predation,ROUNAK
575,C04-BTR22-151-SL02,Bandhavgarh,47,95,44,0,C04-BTR22-151,Winter,2,5.5,Low,None,Low,No,75,Bloated,95,SALIVA,Post predation,ROUNAK
578,C04-BTR22-152-SL01,Bandhavgarh,2,95,2,0,C04-BTR22-152,Winter,0,7.5,Medium,None,Low,No,25,Bloated,75,SALIVA,Predation,ROUNAK
614,C04-BTR22-178-SL01,Bandhavgarh,81,95,77,1,C04-BTR22-178,Summer,1,8.5,Low,Low,Medium,No,45,Bloated,35,SALIVA,Post predation,ROUNAK
615,C04-BTR22-178-SL01,Bandhavgarh,81,95,77,1,C04-BTR22-178,Summer,1,8.5,Low,Low,Medium,No,45,Bloated,35,SALIVA,Post predation,ROUNAK
616,C04-BTR22-178-SL02,Bandhavgarh,60,95,56,1,C04-BTR22-178,Summer,1,8.5,Low,Low,Medium,No,45,Bloated,35,SALIVA,Post predation,ROUNAK
617,C04-BTR22-178-SL03,Bandhavgarh,69,95,65,1,C04-BTR22-178,Summer,1,8.5,Low,Low,Medium,No,45,Bloated,35,SALIVA,Post predation,ROUNAK
618,C04-BTR22-178-SL03,Bandhavgarh,69,95,65,1,C04-BTR22-178,Summer,1,8.5,Low,Low,Medium,No,45,Bloated,35,SALIVA,Post predation,ROUNAK
624,C04-BTR22-179-SL01,Bandhavgarh,3,95,3,0,C04-BTR22-179,Summer,1,5.5,Low,Low,Medium,No,5,Bloated,65,SALIVA,Predation,ROUNAK
625,C04-BTR22-179-SL02,Bandhavgarh,4,95,4,0,C04-BTR22-179,Summer,1,5.5,Low,Low,Medium,No,5,Bloated,65,SALIVA,Post predation,ROUNAK
626,C04-BTR22-179-SL03,Bandhavgarh,34,95,32,0,C04-BTR22-179,Summer,1,5.5,Low,Low,Medium,No,5,Bloated,65,SALIVA,Post predation,ROUNAK
633,C04-BTR22-181-SL01,Bandhavgarh,103,95,94,1,C04-BTR22-181,Summer,0,8.5,Low,None,Medium,No,5,Fresh,25,SALIVA,Predation,ROUNAK
634,C04-BTR22-181-SL01,Bandhavgarh,103,95,94,1,C04-BTR22-181,Summer,0,8.5,Low,None,Medium,No,5,Fresh,25,SALIVA,Predation,ROUNAK
635,C04-BTR22-181-SL02,Bandhavgarh,52,95,49,1,C04-BTR22-181,Summer,0,8.5,Low,None,Medium,No,5,Fresh,25,SALIVA,Post predation,ROUNAK
636,C04-BTR22-181-SL02,Bandhavgarh,52,95,49,1,C04-BTR22-181,Summer,0,8.5,Low,None,Medium,No,5,Fresh,25,SALIVA,Post predation,ROUNAK
637,C04-BTR22-181-SL03,Bandhavgarh,82,95,78,1,C04-BTR22-181,Summer,0,8.5,Low,None,Medium,No,5,Fresh,25,SALIVA,Post predation,ROUNAK
642,C04-BTR22-182-SL01,Bandhavgarh,105,95,93,1,C04-BTR22-182,Summer,0,4.5,None,None,Low,No,5,Fresh,0,SALIVA,Predation,ROUNAK
643,C04-BTR22-182-SL01,Bandhavgarh,105,95,93,1,C04-BTR22-182,Summer,0,4.5,None,None,Low,No,5,Fresh,0,SALIVA,Predation,ROUNAK
10,C02-BTR21-046-SH01,Bandhavgarh,83,95,77,1,C02-BTR21-46,Summer,0,9,Low,None,Low,No,25,,0,SHED HAIR,Post predation,AJAY
14,C02-BTR21-050-SH01,Bandhavgarh,104,95,95,1,C02-BTR21-50,Summer,2,5.5,Low,None,Low,No,75,,70,SHED HAIR,Post predation,AJAY
15,C02-BTR21-050-SH02,Bandhavgarh,103,95,93,1,C02-BTR21-50,Summer,2,5.5,Low,None,Low,No,75,,70,SHED HAIR,Post predation,AJAY
18,C02-BTR21-054-SH01,Bandhavgarh,67,95,63,1,C02-BTR21-54,Summer,1,8.5,Low,None,Low,No,75,,25,SHED HAIR,Post predation,AJAY
19,C02-BTR21-054-SH02,Bandhavgarh,48,95,45,1,C02-BTR21-54,Summer,1,8.5,Low,None,Low,No,75,,25,SHED HAIR,Post predation,AJAY
26,C02-BTR21-057-SH01,Bandhavgarh,2,95,2,0,C02-BTR21-57,Summer,1,3.5,Low,None,Low,No,85,,30,SHED HAIR,Post predation,AJAY
29,C02-BTR21-059-SH01,Bandhavgarh,93,95,87,1,C02-BTR21-59,Summer,0,7.5,Low,None,Low,No,25,,0,SHED HAIR,Post predation,AJAY
30,C02-BTR21-059-SH02,Bandhavgarh,85,95,80,1,C02-BTR21-59,Summer,0,7.5,Low,None,Low,No,25,,0,SHED HAIR,Post predation,AJAY
36,C02-BTR21-062-SH01,Bandhavgarh,90,95,86,1,C02-BTR21-62,Summer,0,8.5,Low,None,Low,No,25,,75,SHED HAIR,Predation,AJAY
37,C02-BTR21-062-SH02,Bandhavgarh,77,95,73,1,C02-BTR21-62,Summer,0,8.5,Low,None,Low,No,25,,75,SHED HAIR,Post predation,AJAY
38,C02-BTR21-062-SH03,Bandhavgarh,91,95,85,1,C02-BTR21-62,Summer,0,8.5,Low,None,Low,No,25,,75,SHED HAIR,Post predation,AJAY
45,C02-BTR21-065-SH01,Bandhavgarh,94,95,87,1,C02-BTR21-65,Summer,1,8.5,Low,None,Low,No,35,,5,SHED HAIR,Post predation,AJAY
55,C02-BTR21-078-SH01,Bandhavgarh,103,95,94,1,C02-BTR21-78,Summer,2,7.5,Low,None,High,No,75,,0,SHED HAIR,Post predation,AJAY
56,C02-BTR21-078-SH02,Bandhavgarh,7,95,7,0,C02-BTR21-78,Summer,2,7.5,Low,None,High,No,75,,0,SHED HAIR,Post predation,AJAY
59,C02-BTR21-094-SH01,Bandhavgarh,99,95,92,1,C02-BTR21-94,Summer,0,3.5,Low,None,Low,No,75,,0,SHED HAIR,Post predation,AJAY
60,C02-BTR21-094-SH02,Bandhavgarh,78,95,73,1,C02-BTR21-94,Summer,0,3.5,Low,None,Low,No,75,,0,SHED HAIR,Post predation,AJAY
63,C02-BTR21-098-SH01,Bandhavgarh,97,95,91,1,C02-BTR21-98,Summer,0,7.5,Low,None,Low,Yes,0,,65,SHED HAIR,Predation,AJAY
64,C02-BTR21-098-SH02,Bandhavgarh,102,95,93,1,C02-BTR21-98,Summer,0,7.5,Low,None,Low,Yes,0,,65,SHED HAIR,Post predation,AJAY
66,C02-BTR21-100-SH01,Bandhavgarh,66,95,62,1,C02-BTR21-100,Summer,1,7.5,Low,Low,High,Yes,15,,5,SHED HAIR,Post predation,AJAY
69,C02-BTR21-102-SH01,Bandhavgarh,83,95,78,1,C02-BTR21-102,Summer,1,7.5,Low,None,High,Yes,0,,0,SHED HAIR,Post predation,AJAY
70,C02-BTR21-102-SH02,Bandhavgarh,38,95,36,0,C02-BTR21-102,Summer,1,7.5,Low,None,High,Yes,0,,0,SHED HAIR,Post predation,AJAY
73,C02-BTR21-105-SH01,Bandhavgarh,75,95,71,1,C02-BTR21-105,Summer,1,8.5,Low,Low,Medium,No,35,,0,SHED HAIR,Post predation,AJAY
74,C02-BTR21-105-SH02,Bandhavgarh,85,95,79,1,C02-BTR21-105,Summer,1,8.5,Low,Low,Medium,No,35,,0,SHED HAIR,Predation,AJAY
77,C02-BTR21-112-SH01,Bandhavgarh,40,95,38,0,C02-BTR21-112,Summer,3,6.5,High,High,Medium,Yes,45,,0,SHED HAIR,Predation,AJAY
78,C02-BTR21-112-SH02,Bandhavgarh,0,95,0,0,C02-BTR21-112,Summer,3,6.5,High,High,Medium,Yes,45,,0,SHED HAIR,Post predation,AJAY
79,C02-BTR21-112-SH03,Bandhavgarh,8,95,8,0,C02-BTR21-112,Summer,3,6.5,High,High,Medium,Yes,45,,0,SHED HAIR,Post predation,AJAY
81,C02-BTR21-113-SH01,Bandhavgarh,5,95,5,0,C02-BTR21-113,Summer,6,4.5,Low,Low,Low,Yes,95,,0,SHED HAIR,Post predation,AJAY
82,C02-BTR21-113-SH02,Bandhavgarh,79,95,74,1,C02-BTR21-113,Summer,6,4.5,Low,Low,Low,Yes,95,,0,SHED HAIR,Predation,AJAY
83,C02-BTR21-113-SH03,Bandhavgarh,0,95,0,0,C02-BTR21-113,Summer,6,4.5,Low,Low,Low,Yes,95,,0,SHED HAIR,Post predation,AJAY
84,C02-BTR21-118-SH01,Bandhavgarh,55,95,52,1,C02-BTR21-118,Summer,0,10.5,Low,None,High,No,25,,25,SHED HAIR,Predation,AJAY
85,C02-BTR21-118-SH02,Bandhavgarh,49,95,47,1,C02-BTR21-118,Summer,0,10.5,Low,None,High,No,25,,25,SHED HAIR,Post predation,AJAY
86,C02-BTR21-118-SH03,Bandhavgarh,47,95,44,0,C02-BTR21-118,Summer,0,10.5,Low,None,High,No,25,,25,SHED HAIR,Post predation,AJAY
90,C02-BTR21-127-SH01,Bandhavgarh,56,95,52,1,C02-BTR21-127,Summer,0,6.5,None,None,None,Yes,0,,75,SHED HAIR,Post predation,AJAY
93,C02-BTR21-142-SH01,Bandhavgarh,9,95,9,0,C02-BTR21-142,Summer,1,8.5,Low,Low,High,Yes,15,,55,SHED HAIR,Post predation,AJAY
96,C02-BTR21-143-SH01,Bandhavgarh,103,95,94,1,C02-BTR21-143,Summer,1,7.5,Low,None,Medium,No,15,,0,SHED HAIR,Post predation,AJAY
97,C02-BTR21-143-SH02,Bandhavgarh,3,95,3,0,C02-BTR21-143,Summer,1,7.5,Low,None,Medium,No,15,,0,SHED HAIR,Post predation,AJAY
101,C02-BTR21-146-SH01,Bandhavgarh,84,95,79,1,C02-BTR21-146,Summer,1,6.5,Low,None,High,Yes,5,Fresh,0,SHED HAIR,Post predation,AJAY
105,C02-BTR21-154-SH01,Bandhavgarh,3,95,3,0,C02-BTR21-154,Monsoon,1,8.5,Low,None,Medium,No,25,Fresh,35,SHED HAIR,Predation,AJAY
106,C02-BTR21-154-SH02,Bandhavgarh,70,95,65,1,C02-BTR21-154,Monsoon,1,8.5,Low,None,Medium,No,25,Fresh,35,SHED HAIR,Post predation,AJAY
107,C02-BTR21-154-SH03,Bandhavgarh,38,95,35,0,C02-BTR21-154,Monsoon,1,8.5,Low,None,Medium,No,25,Fresh,35,SHED HAIR,Post predation,AJAY
110,C02-BTR21-157-SH01,Bandhavgarh,3,95,3,0,C02-BTR21-157,Monsoon,1,5.5,Low,Low,Low,No,55,Fresh,5,SHED HAIR,Predation,AJAY
111,C02-BTR21-157-SH02,Bandhavgarh,41,95,38,0,C02-BTR21-157,Monsoon,1,5.5,Low,Low,Low,No,55,Fresh,5,SHED HAIR,Post predation,AJAY
113,C02-BTR21-162-SH01,Bandhavgarh,4,95,4,0,C02-BTR21-162,Monsoon,0,6.5,Low,Low,Low,Yes,25,Fresh,35,SHED HAIR,Post predation,AJAY
114,C02-BTR21-164-SH01,Bandhavgarh,7,95,7,0,C02-BTR21-164,Monsoon,1,3.5,Low,None,Low,Yes,25,Fresh,65,SHED HAIR,Post predation,AJAY
115,C02-BTR21-170-SH01,Bandhavgarh,26,95,25,0,C02-BTR21-170,Monsoon,1,7.5,Low,None,High,Yes,40,Fresh,10,SHED HAIR,Post predation,AJAY
116,C02-BTR21-172-SH01,Bandhavgarh,90,95,85,1,C02-BTR21-172,Monsoon,1,2.5,Low,Low,Low,No,45,Fresh,75,SHED HAIR,Post predation,AJAY
117,C02-BTR21-175-SH01,Bandhavgarh,85,95,81,1,C02-BTR21-175,Monsoon,1,6.5,Low,None,Medium,Yes,25,Fresh,5,SHED HAIR,Post predation,AJAY
119,C02-BTR21-179-SH01,Bandhavgarh,0,95,0,0,C02-BTR21-179,Monsoon,1,6.5,Low,Low,Low,Yes,25,Fresh,65,SHED HAIR,Predation,AJAY
120,C02-BTR21-180-SH01,Bandhavgarh,47,95,44,0,C02-BTR21-180,Monsoon,2,6.5,High,High,Low,No,75,Decay,85,SHED HAIR,Predation,AJAY
121,C02-BTR21-180-SH02,Bandhavgarh,6,95,6,0,C02-BTR21-180,Monsoon,2,6.5,High,High,Low,No,75,Decay,85,SHED HAIR,Post predation,AJAY
122,C02-BTR21-180-SH03,Bandhavgarh,0,95,0,0,C02-BTR21-180,Monsoon,2,6.5,High,High,Low,No,75,Decay,85,SHED HAIR,Post predation,AJAY
123,C02-BTR21-200-SH01,Bandhavgarh,7,95,7,0,C02-BTR21-200,Monsoon,1,7.5,Low,None,Low,No,45,Fresh,25,SHED HAIR,Post predation,AJAY
124,C02-BTR21-200-SH02,Bandhavgarh,22,95,22,0,C02-BTR21-200,Monsoon,1,7.5,Low,None,Low,No,45,Fresh,25,SHED HAIR,Post predation,AJAY
125,C02-BTR21-200-SH03,Bandhavgarh,69,95,65,1,C02-BTR21-200,Monsoon,1,7.5,Low,None,Low,No,45,Fresh,25,SHED HAIR,Post predation,AJAY
129,C02-BTR21-203-SH01,Bandhavgarh,60,95,56,1,C02-BTR21-203,Monsoon,0,8.5,None,None,Low,No,0,Fresh,0,SHED HAIR,Post predation,AJAY
131,C02-BTR21-209-SH01,Bandhavgarh,4,95,4,0,C02-BTR21-209,Monsoon,1,5.5,Low,None,Low,Yes,45,Fresh,25,SHED HAIR,Predation,AJAY
132,C02-BTR21-209-SH02,Bandhavgarh,49,95,46,1,C02-BTR21-209,Monsoon,1,5.5,Low,None,Low,Yes,45,Fresh,25,SHED HAIR,Post predation,AJAY
133,C02-BTR21-209-SH03,Bandhavgarh,60,95,56,1,C02-BTR21-209,Monsoon,1,5.5,Low,None,Low,Yes,45,Fresh,25,SHED HAIR,Post predation,AJAY
